Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR
6d 5h 2s,Kc3c,0.819,43.31,15.9917,67.1378
6d 5h 2s,Kc4c,0.846,44.45,18.1036,74.0579
6d 5h 2s,Kc5c,0.802,64.32,32.8934,92.9779
6d 5h 2s,Kc6c,0.739,68.19,39.3147,104.827
6d 5h 2s,Kc7c,0.762,38.76,9.29951,43.6244
6d 5h 2s,Kc8c,0.755,38.93,8.24252,38.4916
6d 5h 2s,Kc9c,0.592,39.66,7.86408,36.0558
6d 5h 2s,KcTc,0.547,40.51,8.64191,38.7835
6d 5h 2s,KcJc,0.535,42.59,9.89487,42.2371
6d 5h 2s,KcQc,0.215,44.69,11.9972,48.8139
6d 5h 2s,Kc7d,0.067,38.79,9.65554,45.2539
6d 5h 2s,Kc8d,0.405,38.99,8.42053,39.2712
6d 5h 2s,Kc9d,0.810,39.72,8.02423,36.7298
6d 5h 2s,KcTd,0.674,40.57,8.84808,39.6488
6d 5h 2s,KcJd,0.712,42.65,10.1557,43.2893
6d 5h 2s,KcQd,0.486,44.75,12.3088,50.0095
6d 5h 2s,Kc7h,0.067,38.81,9.67168,45.3137
6d 5h 2s,Kc8h,0.405,39.04,8.46116,39.4046
6d 5h 2s,Kc9h,0.810,39.77,8.0518,36.8074
6d 5h 2s,KcTh,0.674,40.63,8.87442,39.7129
6d 5h 2s,KcJh,0.712,42.66,10.1754,43.3668
6d 5h 2s,KcQh,0.486,44.76,12.3377,50.1199
6d 5h 2s,Kc7s,0.067,38.85,9.7275,45.5212
6d 5h 2s,Kc8s,0.405,39.05,8.47015,39.4413
6d 5h 2s,Kc9s,0.810,39.78,8.04956,36.7921
6d 5h 2s,KcTs,0.674,40.64,8.87673,39.7098
6d 5h 2s,KcJs,0.712,42.73,10.2186,43.4831
6d 5h 2s,KcQs,0.486,44.80,12.3891,50.2828
6d 5h 2s,Ac2c,0.698,60.55,27.8191,83.5315
6d 5h 2s,Ac3c,0.735,52.14,19.0219,66.3338
6d 5h 2s,Ac4c,0.638,53.10,20.7523,71.0512
6d 5h 2s,Ac5c,0.564,65.64,32.1118,88.9541
6d 5h 2s,Ac6c,0.686,69.74,39.7547,103.637
6d 5h 2s,Ac7c,0.657,50.65,14.0222,50.3358
6d 5h 2s,Ac8c,0.722,51.83,14.2603,50.028
6d 5h 2s,Ac9c,0.781,53.09,14.9109,51.0653
6d 5h 2s,AcTc,0.639,54.15,16.4008,55.073
6d 5h 2s,AcJc,0.670,56.29,18.6938,60.3784
6d 5h 2s,Ac3d,0.192,52.21,19.2006,66.8586
6d 5h 2s,Ac4d,0.517,53.18,20.9309,71.5564
6d 5h 2s,Ac5d,0.710,65.64,32.4104,89.7789
6d 5h 2s,Ac7d,0.857,50.69,14.1857,50.8821
6d 5h 2s,Ac8d,0.886,51.86,14.478,50.7545
6d 5h 2s,Ac9d,0.796,53.14,15.1702,51.9064
6d 5h 2s,AcTd,0.706,54.19,16.7172,56.0929
6d 5h 2s,AcJd,0.315,56.33,19.09,61.6147
6d 5h 2s,AcQd,0.434,58.52,21.9002,68.0373
6d 5h 2s,Ac3h,0.192,52.22,19.2087,66.8855
6d 5h 2s,Ac4h,0.517,53.15,20.8891,71.4534
6d 5h 2s,Ac6h,0.551,69.77,40.17,104.68
6d 5h 2s,Ac7h,0.857,50.71,14.218,50.98
6d 5h 2s,Ac8h,0.886,51.95,14.5524,50.9319
6d 5h 2s,Ac9h,0.796,53.22,15.2344,52.0473
6d 5h 2s,AcTh,0.706,54.27,16.7839,56.2311
6d 5h 2s,AcJh,0.315,56.34,19.125,61.7196
6d 5h 2s,AcQh,0.434,58.53,21.951,68.1875
6d 5h 2s,Ac3s,0.192,52.21,19.2006,66.8611
6d 5h 2s,Ac4s,0.517,53.18,20.9285,71.5508
6d 5h 2s,Ac5s,0.710,65.75,32.6346,90.249
6d 5h 2s,Ac6s,0.551,69.88,40.4018,105.125
6d 5h 2s,Ac7s,0.857,50.78,14.2963,51.1912
6d 5h 2s,Ac8s,0.886,51.95,14.5521,50.9257
6d 5h 2s,Ac9s,0.796,53.22,15.2238,52.0055
6d 5h 2s,AcTs,0.706,54.29,16.7855,56.2179
6d 5h 2s,AcJs,0.315,56.44,19.1963,61.8423
6d 5h 2s,AcQs,0.434,58.59,22.0008,68.2749
6d 5h 2s,2d2c,1.000,92.96,126.318,247.073
6d 5h 2s,3d3c,1.000,62.04,30.4338,89.1982
6d 5h 2s,3d2d,0.205,65.91,42.7633,117.96
6d 5h 2s,4d4c,1.000,63.87,33.6504,95.7937
6d 5h 2s,4d2d,0.477,66.61,44.8019,122.289
6d 5h 2s,4d3d,0.841,95.20,150.616,287.644
6d 5h 2s,5d5c,0.991,93.75,135.928,263.605
6d 5h 2s,5d2d,0.706,86.54,90.8992,190.98
6d 5h 2s,5d3d,0.834,68.80,43.4768,114.895
6d 5h 2s,5d4d,0.745,69.43,45.714,119.72
6d 5h 2s,7d6c,0.123,68.11,39.9107,106.536
6d 5h 2s,7d7c,0.826,68.88,41.2154,108.799
6d 5h 2s,7d3d,0.057,34.57,24.4768,128.728
6d 5h 2s,7d4d,0.792,45.82,45.9006,182.156
6d 5h 2s,7d5d,0.736,66.85,39.8181,108.299
6d 5h 2s,7d6h,0.123,68.11,40.4282,107.928
6d 5h 2s,7d6s,0.123,68.19,40.6176,108.294
6d 5h 2s,8d7c,0.283,44.76,46.6385,189.45
6d 5h 2s,8d8c,0.763,69.81,43.4632,113.193
6d 5h 2s,8d4d,0.075,44.78,41.2193,167.364
6d 5h 2s,8d5d,0.744,66.35,38.598,105.776
6d 5h 2s,8d7d,0.680,47.30,50.4513,193.949
6d 5h 2s,8d7h,0.283,44.85,47.1614,191.186
6d 5h 2s,8d7s,0.283,44.86,47.165,191.144
6d 5h 2s,9d8c,0.259,33.03,25.2171,138.802
6d 5h 2s,9d9c,0.351,71.76,49.684,125.881
6d 5h 2s,9d5d,0.211,66.01,38.6732,106.527
6d 5h 2s,9d7d,0.709,36.36,31.3502,156.777
6d 5h 2s,9d8d,0.558,36.18,29.0798,146.13
6d 5h 2s,9d8h,0.259,33.13,25.6082,140.553
6d 5h 2s,9d8s,0.259,33.13,25.6323,140.662
6d 5h 2s,Td8c,0.357,22.93,7.28298,57.7509
6d 5h 2s,Td9c,0.809,23.13,6.04682,47.5397
6d 5h 2s,Td2d,0.114,61.00,35.6976,106.404
6d 5h 2s,Td3d,0.161,33.63,18.9224,102.309
6d 5h 2s,Td4d,0.238,34.86,21.1542,110.335
6d 5h 2s,Td5d,0.262,65.30,38.3837,106.882
6d 5h 2s,Td7d,0.594,26.66,12.1384,82.7975
6d 5h 2s,Td8d,0.483,26.63,10.4981,71.6876
6d 5h 2s,Td9d,0.262,26.83,9.41435,63.8099
6d 5h 2s,Td8h,0.357,23.02,7.46563,58.9648
6d 5h 2s,Td9h,0.809,23.22,6.20648,48.5949
6d 5h 2s,Td8s,0.357,23.03,7.4795,59.0612
6d 5h 2s,Td9s,0.809,23.23,6.20975,48.6091
6d 5h 2s,Jd8c,0.091,26.51,7.40513,50.7803
6d 5h 2s,Jd9c,0.827,26.54,6.05307,41.4747
6d 5h 2s,JdTc,0.760,27.27,5.97114,39.8123
6d 5h 2s,Jd2d,0.550,61.15,34.2243,101.763
6d 5h 2s,Jd3d,0.530,36.55,19.1672,95.3361
6d 5h 2s,Jd4d,0.662,37.79,21.3957,102.944
6d 5h 2s,Jd5d,0.792,65.47,37.1444,103.156
6d 5h 2s,Jd7d,0.620,30.33,12.1119,72.5985
6d 5h 2s,Jd8d,0.609,30.08,10.5486,63.7558
6d 5h 2s,Jd9d,0.441,30.10,9.42189,56.9039
6d 5h 2s,JdTd,0.419,30.84,9.54832,56.2884
6d 5h 2s,Jd8h,0.091,26.61,7.61136,52.0032
6d 5h 2s,Jd9h,0.827,26.64,6.22073,42.4606
6d 5h 2s,JdTh,0.760,27.37,6.13635,40.7577
6d 5h 2s,Jd8s,0.091,26.62,7.62844,52.1098
6d 5h 2s,Jd9s,0.827,26.64,6.22511,42.4818
6d 5h 2s,JdTs,0.760,27.38,6.1438,40.7931
6d 5h 2s,Qd9c,0.824,31.83,6.46284,36.9155
6d 5h 2s,QdTc,0.766,32.61,6.53521,36.4428
6d 5h 2s,QdJc,0.818,34.67,7.31625,38.364
6d 5h 2s,Qd2d,0.834,61.42,34.4368,101.946
6d 5h 2s,Qd3d,0.842,40.73,19.9799,89.1909
6d 5h 2s,Qd4d,0.813,41.89,22.2847,96.7317
6d 5h 2s,Qd5d,0.814,65.84,37.759,104.278
6d 5h 2s,Qd7d,0.835,35.52,13.1465,67.2979
6d 5h 2s,Qd8d,0.699,35.16,11.6732,60.3665
6d 5h 2s,Qd9d,0.495,35.20,10.6942,55.2452
6d 5h 2s,QdTd,0.461,35.97,10.9788,55.4933
6d 5h 2s,QdJd,0.496,37.95,11.7445,56.2707
6d 5h 2s,Qd9h,0.824,31.94,6.64313,37.8154
6d 5h 2s,QdTh,0.766,32.72,6.72051,37.3489
6d 5h 2s,QdJh,0.818,34.75,7.50297,39.258
6d 5h 2s,Qd9s,0.824,31.95,6.64724,37.8324
6d 5h 2s,QdTs,0.766,32.73,6.72522,37.3629
6d 5h 2s,QdJs,0.818,34.80,7.51812,39.2812
6d 5h 2s,Kd7c,0.067,38.79,9.86083,46.2229
6d 5h 2s,Kd8c,0.405,38.98,8.55276,39.8886
6d 5h 2s,Kd9c,0.810,39.71,8.11607,37.1572
6d 5h 2s,KdTc,0.674,40.57,8.90154,39.8916
6d 5h 2s,KdJc,0.712,42.66,10.1716,43.3564
6d 5h 2s,KdQc,0.486,44.75,12.2942,49.9513
6d 5h 2s,Kd2d,0.802,61.87,35.2509,103.588
6d 5h 2s,Kd3d,0.819,46.08,21.4753,84.7409
6d 5h 2s,Kd4d,0.846,47.14,23.747,91.5982
6d 5h 2s,Kd5d,0.802,66.27,38.7741,106.378
6d 5h 2s,Kd7d,0.762,41.83,14.81,64.3697
6d 5h 2s,Kd8d,0.755,42.03,13.6464,59.0374
6d 5h 2s,Kd9d,0.592,42.75,13.4545,57.2177
6d 5h 2s,KdTd,0.547,43.61,14.281,59.5464
6d 5h 2s,KdJd,0.535,45.60,15.4829,61.7381
6d 5h 2s,KdQd,0.215,47.60,17.6717,67.5
6d 5h 2s,Kd7h,0.067,38.86,10.212,47.7822
6d 5h 2s,Kd8h,0.405,39.10,8.77197,40.7936
6d 5h 2s,Kd9h,0.810,39.83,8.31063,37.936
6d 5h 2s,KdTh,0.674,40.69,9.14023,40.8444
6d 5h 2s,KdJh,0.712,42.72,10.4501,44.4743
6d 5h 2s,KdQh,0.486,44.82,12.6431,51.2879
6d 5h 2s,Kd7s,0.067,38.90,10.2744,48.0171
6d 5h 2s,Kd8s,0.405,39.10,8.78144,40.8322
6d 5h 2s,Kd9s,0.810,39.84,8.30827,37.92
6d 5h 2s,KdTs,0.674,40.70,9.14197,40.8384
6d 5h 2s,KdJs,0.712,42.79,10.4934,44.589
6d 5h 2s,KdQs,0.486,44.86,12.691,51.4353
6d 5h 2s,Ad3c,0.192,52.23,19.4502,67.702
6d 5h 2s,Ad4c,0.517,53.20,21.2164,72.5056
6d 5h 2s,Ad5c,0.710,65.78,32.4864,89.7933
6d 5h 2s,Ad6c,0.551,69.90,40.2369,104.656
6d 5h 2s,Ad7c,0.857,50.75,14.355,51.4304
6d 5h 2s,Ad8c,0.886,51.93,14.569,51.0062
6d 5h 2s,Ad9c,0.796,53.20,15.216,51.9989
6d 5h 2s,AdTc,0.706,54.27,16.7246,56.0368
6d 5h 2s,AdJc,0.315,56.42,19.0706,61.4566
6d 5h 2s,AdQc,0.434,58.62,21.9013,67.935
6d 5h 2s,Ad2d,0.698,62.89,35.1266,101.556
6d 5h 2s,Ad3d,0.735,54.59,25.6478,85.4153
6d 5h 2s,Ad4d,0.638,55.49,27.4962,90.0889
6d 5h 2s,Ad5d,0.564,67.68,39.0047,104.785
6d 5h 2s,Ad7d,0.657,53.22,20.4345,69.8075
6d 5h 2s,Ad8d,0.722,54.37,20.6681,69.1133
6d 5h 2s,Ad9d,0.781,55.62,21.4415,70.092
6d 5h 2s,AdTd,0.639,56.66,22.9481,73.6388
6d 5h 2s,AdJd,0.670,58.72,25.0889,77.6854
6d 5h 2s,Ad3h,0.192,52.31,19.6159,68.1774
6d 5h 2s,Ad4h,0.517,53.25,21.3452,72.8789
6d 5h 2s,Ad6h,0.551,69.93,40.6365,105.656
6d 5h 2s,Ad7h,0.857,50.81,14.5541,52.0839
6d 5h 2s,Ad8h,0.886,52.06,14.8564,51.8897
6d 5h 2s,Ad9h,0.796,53.33,15.5344,52.9594
6d 5h 2s,AdTh,0.706,54.39,17.1026,57.173
6d 5h 2s,AdJh,0.315,56.47,19.4803,62.7247
6d 5h 2s,AdQh,0.434,58.67,22.3168,69.1645
6d 5h 2s,Ad3s,0.192,52.31,19.6122,68.1684
6d 5h 2s,Ad4s,0.517,53.28,21.3892,72.991
6d 5h 2s,Ad5s,0.710,65.89,33.0196,91.1125
6d 5h 2s,Ad6s,0.551,70.03,40.8663,106.094
6d 5h 2s,Ad7s,0.857,50.88,14.6322,52.2925
6d 5h 2s,Ad8s,0.886,52.06,14.8582,51.8908
6d 5h 2s,Ad9s,0.796,53.34,15.5255,52.9233
6d 5h 2s,AdTs,0.706,54.41,17.1036,57.1574
6d 5h 2s,AdJs,0.315,56.56,19.5506,62.8421
6d 5h 2s,AdQs,0.434,58.72,22.3643,69.2437
6d 5h 2s,2h2c,1.000,92.96,126.447,247.325
6d 5h 2s,2h2d,1.000,92.97,126.435,247.255
6d 5h 2s,3h3c,1.000,62.04,30.4477,89.2325
6d 5h 2s,3h3d,1.000,62.11,30.6631,89.7635
6d 5h 2s,3h2h,0.205,65.91,42.9282,118.424
6d 5h 2s,4h4c,1.000,63.83,33.6016,95.7126
6d 5h 2s,4h4d,1.000,63.90,33.8204,96.2293
6d 5h 2s,4h2h,0.477,66.56,44.8604,122.534
6d 5h 2s,4h3h,0.841,95.21,150.954,288.259
6d 5h 2s,6h6c,0.930,94.38,143.934,277.286
6d 5h 2s,6h3h,0.709,71.15,47.0319,120.19
6d 5h 2s,6h4h,0.789,71.72,49.1636,124.636
6d 5h 2s,7h6c,0.123,68.18,39.9541,106.549
6d 5h 2s,7h7c,0.826,68.88,41.1931,108.742
6d 5h 2s,7h7d,0.826,69.02,41.7967,110.1
6d 5h 2s,7h3h,0.057,34.56,24.4151,128.446
6d 5h 2s,7h4h,0.792,45.81,45.8486,181.986
6d 5h 2s,7h6h,0.672,69.69,44.0069,114.807
6d 5h 2s,7h6s,0.123,68.26,40.6732,108.338
6d 5h 2s,8h7c,0.283,44.77,46.622,189.324
6d 5h 2s,8h8c,0.763,69.79,43.3272,112.884
6d 5h 2s,8h7d,0.283,44.86,47.1487,191.102
6d 5h 2s,8h8d,0.763,69.93,43.9561,114.289
6d 5h 2s,8h4h,0.075,44.79,41.1775,167.159
6d 5h 2s,8h6h,0.746,69.33,42.9993,112.76
6d 5h 2s,8h7h,0.680,47.30,50.2594,193.201
6d 5h 2s,8h7s,0.283,44.88,47.1454,191.004
6d 5h 2s,9h8c,0.259,33.05,25.2205,138.762
6d 5h 2s,9h9c,0.351,71.74,49.4656,125.367
6d 5h 2s,9h8d,0.259,33.13,25.6042,140.537
6d 5h 2s,9h9d,0.351,71.88,50.1049,126.734
6d 5h 2s,9h6h,0.709,69.31,43.1459,113.177
6d 5h 2s,9h7h,0.709,36.36,31.2572,156.288
6d 5h 2s,9h8h,0.558,36.20,28.9565,145.456
6d 5h 2s,9h8s,0.259,33.15,25.6301,140.589
6d 5h 2s,Th8c,0.357,22.95,7.30374,57.8735
6d 5h 2s,Th9c,0.809,23.15,6.06642,47.6523
6d 5h 2s,Th8d,0.357,23.02,7.45706,58.906
6d 5h 2s,Th9d,0.809,23.22,6.21169,48.6356
6d 5h 2s,Th2h,0.114,61.08,35.8055,106.58
6d 5h 2s,Th3h,0.161,33.65,19.0087,102.708
6d 5h 2s,Th4h,0.238,34.87,21.2012,110.54
6d 5h 2s,Th6h,0.622,68.88,43.4559,114.705
6d 5h 2s,Th7h,0.594,26.67,12.1029,82.5245
6d 5h 2s,Th8h,0.483,26.65,10.4716,71.4431
6d 5h 2s,Th9h,0.262,26.85,9.36353,63.4028
6d 5h 2s,Th8s,0.357,23.04,7.50078,59.1859
6d 5h 2s,Th9s,0.809,23.25,6.23039,48.728
6d 5h 2s,Jh8c,0.091,26.52,7.41219,50.8171
6d 5h 2s,Jh9c,0.827,26.54,6.06446,41.5426
6d 5h 2s,JhTc,0.760,27.28,5.97979,39.8611
6d 5h 2s,Jh8d,0.091,26.59,7.58096,51.8406
6d 5h 2s,Jh9d,0.827,26.62,6.21288,42.4417
6d 5h 2s,JhTd,0.760,27.35,6.12634,40.728
6d 5h 2s,Jh2h,0.550,61.15,34.4038,102.296
6d 5h 2s,Jh3h,0.530,36.55,19.2214,95.6046
6d 5h 2s,Jh4h,0.662,37.78,21.4046,103.021
6d 5h 2s,Jh6h,0.798,69.22,43.0727,113.138
6d 5h 2s,Jh7h,0.620,30.34,12.135,72.7216
6d 5h 2s,Jh8h,0.609,30.11,10.6053,64.0445
6d 5h 2s,Jh9h,0.441,30.13,9.44508,56.999
6d 5h 2s,JhTh,0.419,30.87,9.57433,56.3952
6d 5h 2s,Jh8s,0.091,26.62,7.63393,52.1354
6d 5h 2s,Jh9s,0.827,26.65,6.23595,42.5454
6d 5h 2s,JhTs,0.760,27.39,6.15182,40.8372
6d 5h 2s,Qh9c,0.824,31.84,6.475,36.9778
6d 5h 2s,QhTc,0.766,32.61,6.54702,36.5017
6d 5h 2s,QhJc,0.818,34.68,7.33274,38.4437
6d 5h 2s,Qh9d,0.824,31.91,6.63599,37.8128
6d 5h 2s,QhTd,0.766,32.68,6.7116,37.3391
6d 5h 2s,QhJd,0.818,34.75,7.50925,39.2911
6d 5h 2s,Qh2h,0.834,61.42,34.646,102.565
6d 5h 2s,Qh3h,0.842,40.73,20.0577,89.5389
6d 5h 2s,Qh4h,0.813,41.87,22.3095,96.8743
6d 5h 2s,Qh6h,0.781,69.61,43.9344,114.755
6d 5h 2s,Qh7h,0.835,35.53,13.189,67.5005
6d 5h 2s,Qh8h,0.699,35.19,11.7334,60.6162
6d 5h 2s,Qh9h,0.495,35.23,10.7207,55.3297
6d 5h 2s,QhTh,0.461,36.01,11.0032,55.5621
6d 5h 2s,QhJh,0.496,37.95,11.8108,56.5855
6d 5h 2s,Qh9s,0.824,31.95,6.66024,37.8991
6d 5h 2s,QhTs,0.766,32.73,6.73577,37.4145
6d 5h 2s,QhJs,0.818,34.80,7.53493,39.3621
6d 5h 2s,Kh7c,0.067,38.79,9.86823,46.2504
6d 5h 2s,Kh8c,0.405,38.99,8.56055,39.9187
6d 5h 2s,Kh9c,0.810,39.72,8.12609,37.1973
6d 5h 2s,KhTc,0.674,40.58,8.91568,39.9489
6d 5h 2s,KhJc,0.712,42.66,10.1942,43.4466
6d 5h 2s,KhQc,0.486,44.76,12.32,50.0489
6d 5h 2s,Kh7d,0.067,38.85,10.2082,47.7737
6d 5h 2s,Kh8d,0.405,39.05,8.7377,40.6856
6d 5h 2s,Kh9d,0.810,39.78,8.29445,37.9062
6d 5h 2s,KhTd,0.674,40.64,9.12795,40.8385
6d 5h 2s,KhJd,0.712,42.72,10.4523,44.4839
6d 5h 2s,KhQd,0.486,44.82,12.6377,51.2662
6d 5h 2s,Kh2h,0.802,61.87,35.5271,104.4
6d 5h 2s,Kh3h,0.819,46.08,21.5693,85.1125
6d 5h 2s,Kh4h,0.846,47.12,23.7875,91.795
6d 5h 2s,Kh6h,0.739,70.09,45.3056,117.529
6d 5h 2s,Kh7h,0.762,41.84,14.8798,64.6585
6d 5h 2s,Kh8h,0.755,42.08,13.7352,59.3506
6d 5h 2s,Kh9h,0.592,42.80,13.5029,57.3608
6d 5h 2s,KhTh,0.547,43.65,14.3318,59.692
6d 5h 2s,KhJh,0.535,45.60,15.5896,62.1606
6d 5h 2s,KhQh,0.215,47.60,17.8077,68.017
6d 5h 2s,Kh7s,0.067,38.91,10.2834,48.0517
6d 5h 2s,Kh8s,0.405,39.11,8.78927,40.8622
6d 5h 2s,Kh9s,0.810,39.84,8.31838,37.9602
6d 5h 2s,KhTs,0.674,40.71,9.15651,40.8971
6d 5h 2s,KhJs,0.712,42.79,10.5148,44.6733
6d 5h 2s,KhQs,0.486,44.87,12.7162,51.5303
6d 5h 2s,Ah3c,0.192,52.24,19.4598,67.729
6d 5h 2s,Ah4c,0.517,53.21,21.2258,72.5311
6d 5h 2s,Ah5c,0.710,65.79,32.4813,89.7684
6d 5h 2s,Ah6c,0.551,69.90,40.1381,104.411
6d 5h 2s,Ah7c,0.857,50.75,14.3615,51.4488
6d 5h 2s,Ah8c,0.886,51.94,14.5754,51.0237
6d 5h 2s,Ah9c,0.796,53.21,15.2175,51.9992
6d 5h 2s,AhTc,0.706,54.27,16.7241,56.0296
6d 5h 2s,AhJc,0.315,56.42,19.0657,61.4356
6d 5h 2s,AhQc,0.434,58.62,21.8953,67.9105
6d 5h 2s,Ah3d,0.192,52.32,19.6175,68.1779
6d 5h 2s,Ah4d,0.517,53.29,21.3986,73.0137
6d 5h 2s,Ah5d,0.710,65.79,32.7932,90.6286
6d 5h 2s,Ah7d,0.857,50.79,14.5275,52.002
6d 5h 2s,Ah8d,0.886,51.98,14.7884,51.7318
6d 5h 2s,Ah9d,0.796,53.26,15.4695,52.813
6d 5h 2s,AhTd,0.706,54.31,17.0358,57.0312
6d 5h 2s,AhJd,0.315,56.46,19.4427,62.6065
6d 5h 2s,AhQd,0.434,58.66,22.2625,68.9979
6d 5h 2s,Ah2h,0.698,62.89,35.2994,102.056
6d 5h 2s,Ah3h,0.735,54.60,25.7648,85.8031
6d 5h 2s,Ah4h,0.638,55.47,27.5704,90.3761
6d 5h 2s,Ah6h,0.686,71.58,46.3868,117.819
6d 5h 2s,Ah7h,0.657,53.24,20.5231,70.0939
6d 5h 2s,Ah8h,0.722,54.45,20.7848,69.4052
6d 5h 2s,Ah9h,0.781,55.69,21.5054,70.2097
6d 5h 2s,AhTh,0.639,56.73,23.0143,73.756
6d 5h 2s,AhJh,0.670,58.72,25.1958,78.0141
6d 5h 2s,Ah3s,0.192,52.31,19.62,68.1891
6d 5h 2s,Ah4s,0.517,53.28,21.3958,73.0069
6d 5h 2s,Ah5s,0.710,65.90,33.0161,91.092
6d 5h 2s,Ah6s,0.551,70.03,40.7677,105.849
6d 5h 2s,Ah7s,0.857,50.88,14.6395,52.3134
6d 5h 2s,Ah8s,0.886,52.07,14.8658,51.9122
6d 5h 2s,Ah9s,0.796,53.34,15.5263,52.9212
6d 5h 2s,AhTs,0.706,54.41,17.1031,57.1504
6d 5h 2s,AhJs,0.315,56.57,19.5467,62.8239
6d 5h 2s,AhQs,0.434,58.73,22.3591,69.2216
6d 5h 2s,3s3c,1.000,62.04,30.4541,89.2445
6d 5h 2s,3s3d,1.000,62.11,30.6663,89.7662
6d 5h 2s,3s3h,1.000,62.12,30.6794,89.7982
6d 5h 2s,4s4c,1.000,63.88,33.6729,95.8453
6d 5h 2s,4s4d,1.000,63.95,33.8893,96.3543
6d 5h 2s,4s4h,1.000,63.91,33.8411,96.2756
6d 5h 2s,4s3s,0.841,95.23,150.742,287.81
6d 5h 2s,5s5c,0.991,93.77,135.471,262.677
6d 5h 2s,5s5d,0.991,93.80,135.754,263.14
6d 5h 2s,5s3s,0.834,68.84,43.3451,114.483
6d 5h 2s,5s4s,0.745,69.46,45.5005,119.104
6d 5h 2s,6s6c,0.930,94.38,142.856,275.214
6d 5h 2s,6s6h,0.930,94.44,143.272,275.826
6d 5h 2s,6s3s,0.709,71.25,47.0672,120.106
6d 5h 2s,6s4s,0.789,71.81,49.1171,124.367
6d 5h 2s,6s5s,0.740,87.93,94.5557,195.512
6d 5h 2s,7s6c,0.123,68.16,39.7941,106.159
6d 5h 2s,7s7c,0.826,68.85,41.098,108.526
6d 5h 2s,7s7d,0.826,69.00,41.6958,109.87
6d 5h 2s,7s6h,0.123,68.15,40.3179,107.568
6d 5h 2s,7s7h,0.826,69.00,41.6783,109.825
6d 5h 2s,7s3s,0.057,34.56,24.3051,127.881
6d 5h 2s,7s4s,0.792,45.80,45.5499,180.821
6d 5h 2s,7s5s,0.736,66.97,39.5695,107.435
6d 5h 2s,7s6s,0.672,69.76,43.6421,113.752
6d 5h 2s,8s7c,0.283,44.78,46.6512,189.419
6d 5h 2s,8s8c,0.763,69.79,43.265,112.713
6d 5h 2s,8s7d,0.283,44.86,47.1779,191.197
6d 5h 2s,8s8d,0.763,69.93,43.8899,114.107
6d 5h 2s,8s7h,0.283,44.87,47.1709,191.141
6d 5h 2s,8s8h,0.763,69.91,43.7569,113.807
6d 5h 2s,8s4s,0.075,44.77,41.0857,166.84
6d 5h 2s,8s5s,0.744,66.48,38.3355,104.852
6d 5h 2s,8s6s,0.746,69.43,42.7132,111.848
6d 5h 2s,8s7s,0.680,47.28,49.9744,192.169
6d 5h 2s,9s8c,0.259,33.05,25.2157,138.712
6d 5h 2s,9s9c,0.351,71.75,49.4582,125.337
6d 5h 2s,9s8d,0.259,33.13,25.6024,140.504
6d 5h 2s,9s9d,0.351,71.89,50.0935,126.694
6d 5h 2s,9s8h,0.259,33.15,25.6035,140.443
6d 5h 2s,9s9h,0.351,71.87,49.881,126.196
6d 5h 2s,9s5s,0.211,66.14,38.343,105.412
6d 5h 2s,9s6s,0.709,69.42,43.0174,112.665
6d 5h 2s,9s7s,0.709,36.35,31.1205,155.663
6d 5h 2s,9s8s,0.558,36.17,28.8077,144.798
6d 5h 2s,Ts8c,0.357,22.95,7.30877,57.894
6d 5h 2s,Ts9c,0.809,23.15,6.07118,47.6731
6d 5h 2s,Ts8d,0.357,23.02,7.46214,58.9266
6d 5h 2s,Ts9d,0.809,23.23,6.21727,48.6631
6d 5h 2s,Ts8h,0.357,23.04,7.49161,59.1071
6d 5h 2s,Ts9h,0.809,23.25,6.23306,48.7434
6d 5h 2s,Ts3s,0.161,33.63,18.9331,102.348
6d 5h 2s,Ts4s,0.238,34.87,21.1609,110.349
6d 5h 2s,Ts5s,0.262,65.45,38.1872,106.09
6d 5h 2s,Ts6s,0.622,68.99,43.336,114.21
6d 5h 2s,Ts7s,0.594,26.66,12.0398,82.1151
6d 5h 2s,Ts8s,0.483,26.63,10.4045,71.037
6d 5h 2s,Ts9s,0.262,26.83,9.30004,63.0174
6d 5h 2s,Js8c,0.091,26.55,7.43366,50.9149
6d 5h 2s,Js9c,0.827,26.57,6.08484,41.637
6d 5h 2s,JsTc,0.760,27.31,5.9974,39.9285
6d 5h 2s,Js8d,0.091,26.61,7.60422,51.9493
6d 5h 2s,Js9d,0.827,26.64,6.23493,42.5456
6d 5h 2s,JsTd,0.760,27.38,6.14612,40.8085
6d 5h 2s,Js8h,0.091,26.64,7.64081,52.1417
6d 5h 2s,Js9h,0.827,26.67,6.2532,42.6254
6d 5h 2s,JsTh,0.760,27.41,6.16387,40.8801
6d 5h 2s,Js3s,0.530,36.57,19.2238,95.5673
6d 5h 2s,Js4s,0.662,37.81,21.4302,103.057
6d 5h 2s,Js5s,0.792,65.63,37.2265,103.136
6d 5h 2s,Js6s,0.798,69.30,42.873,112.486
6d 5h 2s,Js7s,0.620,30.36,12.1482,72.7452
6d 5h 2s,Js8s,0.609,30.11,10.5863,63.9196
6d 5h 2s,Js9s,0.441,30.14,9.4285,56.8841
6d 5h 2s,JsTs,0.419,30.88,9.5543,56.2457
6d 5h 2s,Qs9c,0.824,31.86,6.49488,37.0627
6d 5h 2s,QsTc,0.766,32.64,6.5632,36.5607
